term	level	class
GO:0103006	5	molecular_function
GO:0103007	5	molecular_function
GO:0103008	5	molecular_function
GO:0103009	5	molecular_function
GO:0103010	5	molecular_function
GO:0103011	5	molecular_function
GO:0103012	5	molecular_function
GO:0103015	5	molecular_function
GO:0103016	3	molecular_function
GO:0103020	5	molecular_function
GO:0103023	7	molecular_function
GO:0103026	6	molecular_function
GO:0103027	6	molecular_function
GO:0103028	5	molecular_function
GO:0103031	5	molecular_function
GO:0103033	5	molecular_function
GO:0103035	5	molecular_function
GO:0103036	5	molecular_function
GO:0103037	5	molecular_function
GO:0103039	3	molecular_function
GO:0103040	5	molecular_function
GO:0103041	5	molecular_function
GO:0103042	5	molecular_function
GO:0103043	6	molecular_function
GO:0103044	5	molecular_function
GO:0103045	5	molecular_function
GO:0103046	6	molecular_function
GO:0103047	5	molecular_function
GO:0103048	7	molecular_function
GO:0103054	5	molecular_function
GO:0103055	5	molecular_function
GO:0103056	5	molecular_function
GO:0103057	5	molecular_function
GO:0103058	5	molecular_function
GO:0103059	5	molecular_function
GO:0103060	5	molecular_function
GO:0103061	5	molecular_function
GO:0103062	5	molecular_function
GO:0103063	5	molecular_function
GO:0103064	6	molecular_function
GO:0103066	5	molecular_function
GO:0103067	5	molecular_function
GO:0103068	5	molecular_function
GO:0103069	5	molecular_function
GO:0103072	4	molecular_function
GO:0103074	5	molecular_function
GO:0103075	5	molecular_function
GO:0103077	5	molecular_function
GO:0103078	5	molecular_function
GO:0103079	5	molecular_function
GO:0103080	5	molecular_function
GO:0103082	5	molecular_function
GO:0103083	5	molecular_function
GO:0103085	5	molecular_function
GO:0103086	5	molecular_function
GO:0103088	5	molecular_function
GO:0103089	5	molecular_function
GO:0103091	5	molecular_function
GO:0103092	5	molecular_function
GO:0103096	5	molecular_function
GO:0103097	5	molecular_function
GO:0103098	5	molecular_function
GO:0103099	5	molecular_function
GO:0103100	5	molecular_function
GO:0103101	5	molecular_function
GO:0103102	5	molecular_function
GO:0103103	5	molecular_function
GO:0103104	5	molecular_function
GO:0103105	5	molecular_function
GO:0103106	5	molecular_function
GO:0103107	5	molecular_function
GO:0103111	5	molecular_function
GO:0103116	6	molecular_function
GO:0103117	5	molecular_function
GO:0103118	5	molecular_function
GO:0104004	3	biological_process
GO:0106001	5	biological_process
GO:0106002	2	cellular_component
GO:0106003	2	cellular_component
GO:0106004	6	biological_process
GO:0106005	6	biological_process
GO:0106006	4	molecular_function
GO:0106007	5	biological_process
GO:0106008	5	molecular_function
GO:0106009	5	molecular_function
GO:0106011	7	biological_process
GO:0106012	8	biological_process
GO:0106013	8	biological_process
GO:0106014	6	biological_process
GO:0106015	6	biological_process
GO:0106016	6	biological_process
GO:0106017	8	molecular_function
GO:0106018	8	molecular_function
GO:0106019	8	molecular_function
GO:0106020	4	biological_process
GO:0106021	5	biological_process
GO:0106022	5	biological_process
GO:0106023	6	biological_process
GO:0106024	6	biological_process
GO:0106025	5	biological_process
GO:0106026	6	molecular_function
GO:0106027	6	biological_process
GO:0106028	7	biological_process
GO:0106029	5	molecular_function
GO:0106030	7	biological_process
GO:0106032	4	molecular_function
GO:0106033	6	cellular_component
GO:0106034	6	biological_process
GO:0106035	6	biological_process
GO:0106036	5	biological_process
GO:0106037	6	cellular_component
GO:0106040	4	biological_process
GO:0106041	5	biological_process
GO:0106042	5	biological_process
GO:0106044	6	biological_process
GO:0106045	5	biological_process
GO:0106046	7	biological_process
GO:0106047	6	biological_process
GO:0106048	7	biological_process
GO:0106049	5	biological_process
GO:0106050	6	molecular_function
GO:0106054	5	molecular_function
GO:0106055	3	cellular_component
GO:0106056	7	biological_process
GO:0106057	8	biological_process
GO:0106058	8	biological_process
GO:0106059	8	molecular_function
GO:0106060	5	biological_process
GO:0106061	6	biological_process
GO:0106062	6	biological_process
GO:0106063	5	molecular_function
GO:0106064	6	biological_process
GO:0106068	4	cellular_component
GO:0106069	3	cellular_component
GO:0106070	6	biological_process
GO:0106071	7	biological_process
GO:0106072	7	biological_process
GO:0106073	6	molecular_function
GO:0106074	4	biological_process
GO:0106075	6	molecular_function
GO:0106076	7	molecular_function
GO:0106077	7	biological_process
GO:0106078	4	molecular_function
GO:0106080	3	molecular_function
GO:0106081	5	biological_process
GO:0106082	5	biological_process
GO:0106083	3	cellular_component
GO:0106084	5	cellular_component
GO:0106088	5	biological_process
GO:0106089	6	biological_process
GO:0106090	6	biological_process
GO:0106091	6	biological_process
GO:0106092	4	biological_process
GO:0106093	2	cellular_component
GO:0106094	4	cellular_component
GO:0106095	4	cellular_component
GO:0106096	5	biological_process
GO:0106097	6	biological_process
GO:0106098	3	cellular_component
GO:0106099	5	molecular_function
GO:0106100	6	molecular_function
GO:0106101	7	biological_process
GO:0106103	3	cellular_component
GO:0106104	8	biological_process
GO:0106105	6	molecular_function
GO:0106106	3	biological_process
GO:0106107	5	biological_process
GO:0106108	6	biological_process
GO:0106109	6	biological_process
GO:0106110	5	biological_process
GO:0106111	9	biological_process
GO:0106112	9	biological_process
GO:0106113	9	biological_process
GO:0106114	9	biological_process
GO:0106115	9	biological_process
GO:0106116	9	biological_process
GO:0106117	5	biological_process
GO:0106118	7	biological_process
GO:0106119	8	biological_process
GO:0106120	8	biological_process
GO:0106121	7	biological_process
GO:0106122	7	biological_process
GO:0106123	7	cellular_component
GO:0106124	2	cellular_component
GO:0106125	2	cellular_component
GO:0106126	2	cellular_component
GO:0106128	7	biological_process
GO:0106129	7	biological_process
GO:0106130	5	molecular_function
GO:0106134	6	biological_process
GO:0106135	5	biological_process
GO:0106136	4	biological_process
GO:0106137	3	molecular_function
GO:0106138	3	molecular_function
GO:0106139	3	cellular_component
GO:0106140	3	molecular_function
GO:0106141	5	molecular_function
GO:0106142	7	molecular_function
GO:0106143	6	cellular_component
GO:0106144	5	molecular_function
GO:0106145	5	molecular_function
GO:0106146	6	biological_process
GO:0106147	6	biological_process
GO:0106148	5	biological_process
GO:0106149	5	molecular_function
GO:0106150	5	biological_process
GO:0106151	3	molecular_function
GO:0106153	4	molecular_function
GO:0106154	7	biological_process
GO:0106155	3	molecular_function
GO:0106156	3	molecular_function
GO:0106157	3	molecular_function
GO:0106158	5	molecular_function
GO:0106162	7	molecular_function
GO:0106163	6	biological_process
GO:0106164	7	biological_process
GO:0106165	7	biological_process
GO:0106166	4	molecular_function
GO:0106167	3	biological_process
GO:0106172	6	cellular_component
GO:0106173	6	cellular_component
GO:0106174	6	cellular_component
GO:0106175	6	cellular_component
GO:0106176	6	cellular_component
GO:0106177	5	molecular_function
GO:0106186	5	cellular_component
GO:0106210	5	biological_process
GO:0106211	8	molecular_function
GO:0106212	4	biological_process
GO:0106213	4	biological_process
GO:0106214	6	biological_process
GO:0106215	6	biological_process
GO:0106216	6	biological_process
GO:0106217	6	biological_process
GO:0106218	8	biological_process
GO:0106219	3	molecular_function
GO:0106220	5	biological_process
GO:0106222	5	molecular_function
GO:0106223	5	molecular_function
GO:0106225	6	biological_process
GO:0106226	6	molecular_function
GO:0106227	6	biological_process
GO:0106228	6	molecular_function
GO:0106229	4	molecular_function
GO:0106230	6	biological_process
GO:0106231	6	molecular_function
GO:0106232	3	cellular_component
GO:0106233	5	biological_process
GO:0106234	3	cellular_component
GO:0106235	7	molecular_function
GO:0106236	6	biological_process
GO:0106237	5	molecular_function
GO:0106238	5	molecular_function
GO:0106239	5	molecular_function
GO:0106240	4	molecular_function
GO:0106242	4	molecular_function
GO:0106243	5	molecular_function
GO:0106244	4	molecular_function
GO:0106245	5	molecular_function
GO:0106246	8	biological_process
GO:0106247	9	biological_process
GO:0106248	9	biological_process
GO:0106249	2	cellular_component
GO:0106250	4	molecular_function
GO:0106251	5	molecular_function
GO:0106253	7	biological_process
GO:0106254	2	molecular_function
GO:0106255	5	molecular_function
GO:0106256	5	molecular_function
GO:0106258	5	molecular_function
GO:0106259	6	biological_process
GO:0106260	2	molecular_function
GO:0106261	6	molecular_function
GO:0106262	6	molecular_function
GO:0106263	6	molecular_function
GO:0106264	4	molecular_function
GO:0106265	3	molecular_function
GO:0106266	5	molecular_function
GO:0106267	5	molecular_function
GO:0106268	6	molecular_function
GO:0106271	6	molecular_function
GO:0106272	7	biological_process
GO:0106273	5	biological_process
GO:0106274	4	molecular_function
GO:0106276	6	molecular_function
GO:0106277	6	molecular_function
GO:0106278	5	biological_process
GO:0106279	6	biological_process
GO:0106280	6	biological_process
GO:0106281	5	molecular_function
GO:0106282	5	molecular_function
GO:0106283	5	molecular_function
GO:0106286	5	molecular_function
GO:0106288	7	biological_process
GO:0106289	8	biological_process
GO:0106290	5	molecular_function
GO:0106291	6	molecular_function
GO:0106292	6	molecular_function
GO:0106293	6	molecular_function
GO:0106294	6	molecular_function
GO:0106295	6	biological_process
GO:0106296	7	biological_process
GO:0106297	7	biological_process
GO:0106298	7	biological_process
GO:0106299	6	biological_process
GO:0106300	6	biological_process
GO:0106301	6	molecular_function
GO:0106302	6	molecular_function
GO:0106303	5	biological_process
GO:0106304	6	biological_process
GO:0106305	6	biological_process
GO:0106309	5	molecular_function
GO:0106310	4	molecular_function
GO:0106312	6	molecular_function
GO:0106313	6	molecular_function
GO:0106314	6	molecular_function
GO:0106316	6	molecular_function
GO:0106317	6	molecular_function
GO:0106318	6	molecular_function
GO:0106319	7	molecular_function
GO:0106320	7	molecular_function
GO:0106321	6	molecular_function
GO:0106322	6	molecular_function
GO:0106323	7	molecular_function
GO:0106324	7	molecular_function
GO:0106325	5	molecular_function
GO:0106326	5	molecular_function
GO:0106327	5	molecular_function
GO:0106328	5	molecular_function
GO:0106329	7	molecular_function
GO:0106330	8	molecular_function
GO:0106331	8	molecular_function
GO:0106332	7	molecular_function
GO:0106333	2	cellular_component
GO:0106334	3	molecular_function
GO:0106335	6	molecular_function
GO:0106336	3	biological_process
GO:0106339	8	molecular_function
GO:0106340	8	molecular_function
GO:0106341	5	molecular_function
GO:0106342	6	biological_process
GO:0106343	5	molecular_function
GO:0106344	3	molecular_function
GO:0106345	5	molecular_function
GO:0106346	5	molecular_function
GO:0106347	6	molecular_function
GO:0106348	6	molecular_function
GO:0106349	5	biological_process
GO:0106350	5	molecular_function
GO:0106354	7	biological_process
GO:0106355	6	molecular_function
GO:0106356	6	molecular_function
GO:0106357	6	molecular_function
GO:0106358	6	molecular_function
GO:0106359	5	molecular_function
GO:0106361	6	molecular_function
GO:0106362	4	molecular_function
GO:0106363	4	molecular_function
GO:0106364	5	molecular_function
GO:0106365	4	molecular_function
GO:0106366	5	molecular_function
GO:0106367	5	molecular_function
GO:0106368	5	molecular_function
GO:0106369	5	molecular_function
GO:0106370	4	molecular_function
GO:0106371	5	molecular_function
GO:0106372	5	molecular_function
GO:0106373	7	molecular_function
GO:0106375	6	molecular_function
GO:0106376	6	molecular_function
GO:0106377	7	molecular_function
GO:0106378	7	molecular_function
GO:0106379	7	molecular_function
GO:0106380	6	biological_process
GO:0106381	6	biological_process
GO:0106383	7	biological_process
GO:0106384	7	biological_process
GO:0106385	7	biological_process
GO:0106386	5	molecular_function
GO:0106387	9	biological_process
GO:0106388	4	molecular_function
GO:0106389	5	molecular_function
GO:0106391	5	cellular_component
GO:0106392	5	cellular_component
GO:0106393	6	biological_process
GO:0106394	7	biological_process
GO:0106395	7	biological_process
GO:0106396	5	biological_process
GO:0106397	6	biological_process
GO:0106398	6	biological_process
GO:0106399	6	molecular_function
GO:0106400	8	biological_process
GO:0106402	5	biological_process
GO:0106405	6	molecular_function
GO:0106407	7	molecular_function
GO:0106408	5	molecular_function
GO:0106409	5	molecular_function
GO:0106410	8	biological_process
GO:0106411	8	molecular_function
GO:0106413	5	molecular_function
GO:0106414	6	molecular_function
GO:0106415	6	molecular_function
GO:0106417	5	molecular_function
GO:0106418	5	molecular_function
GO:0106419	5	molecular_function
GO:0106420	5	molecular_function
GO:0106421	5	molecular_function
GO:0106422	6	molecular_function
GO:0106423	7	molecular_function
GO:0106425	5	molecular_function
GO:0106426	6	biological_process
GO:0106427	4	biological_process
GO:0106428	4	biological_process
GO:0106429	5	molecular_function
GO:0106430	5	molecular_function
GO:0106431	5	molecular_function
GO:0106432	6	molecular_function
GO:0106433	5	molecular_function
GO:0106434	5	biological_process
GO:0106435	5	molecular_function
GO:0106436	5	molecular_function
GO:0106437	4	molecular_function
GO:0106438	4	molecular_function
GO:0106439	5	molecular_function
GO:0110001	4	cellular_component
GO:0110002	7	biological_process
GO:0110003	8	biological_process
GO:0110004	8	biological_process
GO:0110005	9	biological_process
GO:0110008	7	biological_process
GO:0110009	7	biological_process
GO:0110010	5	biological_process
GO:0110011	6	biological_process
GO:0110012	6	biological_process
GO:0110013	5	biological_process
GO:0110014	5	biological_process
GO:0110015	7	biological_process
GO:0110016	4	cellular_component
GO:0110017	6	biological_process
GO:0110018	6	biological_process
GO:0110019	7	biological_process
GO:0110020	6	biological_process
GO:0110021	4	biological_process
GO:0110022	6	biological_process
GO:0110023	7	biological_process
GO:0110024	7	biological_process
GO:0110025	6	biological_process
GO:0110026	6	biological_process
GO:0110027	7	biological_process
GO:0110028	7	biological_process
GO:0110029	7	biological_process
GO:0110030	5	biological_process
GO:0110031	6	biological_process
GO:0110032	6	biological_process
GO:0110033	6	biological_process
GO:0110034	7	biological_process
GO:0110035	7	molecular_function
GO:0110036	4	molecular_function
GO:0110037	4	biological_process
GO:0110038	5	biological_process
GO:0110039	5	biological_process
GO:0110040	3	biological_process
GO:0110041	5	biological_process
GO:0110042	5	biological_process
GO:0110043	5	biological_process
GO:0110044	5	biological_process
GO:0110045	6	biological_process
GO:0110046	3	biological_process
GO:0110050	5	molecular_function
GO:0110051	3	biological_process
GO:0110052	3	biological_process
GO:0110053	6	biological_process
GO:0110054	7	biological_process
GO:0110055	8	biological_process
GO:0110056	8	biological_process
GO:0110057	7	biological_process
GO:0110058	8	biological_process
GO:0110059	8	biological_process
GO:0110061	6	biological_process
GO:0110062	7	biological_process
GO:0110063	7	biological_process
GO:0110064	7	biological_process
GO:0110065	4	biological_process
GO:0110066	4	biological_process
GO:0110067	4	cellular_component
GO:0110068	6	molecular_function
GO:0110069	3	biological_process
GO:0110070	4	cellular_component
GO:0110071	2	cellular_component
GO:0110072	7	biological_process
GO:0110073	6	biological_process
GO:0110074	6	biological_process
GO:0110075	5	biological_process
GO:0110076	6	biological_process
GO:0110077	3	biological_process
GO:0110078	2	cellular_component
GO:0110079	6	biological_process
GO:0110080	5	biological_process
GO:0110081	5	biological_process
GO:0110082	6	biological_process
GO:0110083	6	biological_process
GO:0110084	6	biological_process
GO:0110085	4	cellular_component
GO:0110086	4	cellular_component
GO:0110088	5	biological_process
GO:0110089	6	biological_process
GO:0110090	7	biological_process
GO:0110091	7	biological_process
GO:0110092	2	cellular_component
GO:0110093	2	cellular_component
GO:0110094	4	biological_process
GO:0110095	3	biological_process
GO:0110096	4	biological_process
GO:0110097	8	biological_process
GO:0110098	8	biological_process
GO:0110099	8	biological_process
GO:0110100	3	biological_process
GO:0110101	6	biological_process
GO:0110102	6	biological_process
GO:0110103	3	cellular_component
GO:0110104	9	biological_process
GO:0110105	6	biological_process
GO:0110107	4	biological_process
GO:0110108	5	biological_process
GO:0110109	5	biological_process
GO:0110110	5	biological_process
GO:0110111	5	biological_process
GO:0110112	4	biological_process
GO:0110113	5	biological_process
GO:0110114	5	biological_process
GO:0110115	6	cellular_component
GO:0110116	7	biological_process
GO:0110117	6	biological_process
GO:0110118	6	biological_process
GO:0110119	6	biological_process
GO:0110120	5	biological_process
GO:0110121	5	biological_process
GO:0110122	5	biological_process
GO:0110123	6	biological_process
GO:0110124	7	biological_process
GO:0110125	7	biological_process
GO:0110126	6	biological_process
GO:0110127	6	biological_process
GO:0110128	7	biological_process
GO:0110129	4	cellular_component
GO:0110130	6	molecular_function
GO:0110131	2	cellular_component
GO:0110134	2	biological_process
GO:0110135	5	biological_process
GO:0110136	6	biological_process
GO:0110137	5	biological_process
GO:0110138	5	biological_process
GO:0110139	5	biological_process
GO:0110140	5	biological_process
GO:0110141	4	biological_process
GO:0110142	2	cellular_component
GO:0110143	5	cellular_component
GO:0110145	5	cellular_component
GO:0110146	4	cellular_component
GO:0110147	5	biological_process
GO:0110152	4	molecular_function
GO:0110153	4	molecular_function
GO:0110154	6	biological_process
GO:0110155	7	biological_process
GO:0110156	7	biological_process
GO:0110157	2	cellular_component
GO:0110158	6	cellular_component
GO:0110159	8	biological_process
GO:0110160	8	biological_process
GO:0110161	8	biological_process
GO:0110162	7	biological_process
GO:0110163	8	biological_process
GO:0110164	8	biological_process
GO:0110165	1	cellular_component
GO:0110166	7	biological_process
GO:0120001	4	cellular_component
GO:0120002	7	cellular_component
GO:0120003	4	cellular_component
GO:0120006	6	biological_process
GO:0120007	7	biological_process
GO:0120008	7	biological_process
GO:0120009	5	biological_process
GO:0120010	6	biological_process
GO:0120011	6	biological_process
GO:0120012	5	biological_process
GO:0120013	3	molecular_function
GO:0120014	4	molecular_function
GO:0120015	4	molecular_function
GO:0120016	4	molecular_function
GO:0120017	5	molecular_function
GO:0120019	5	molecular_function
GO:0120020	5	molecular_function
GO:0120021	5	molecular_function
GO:0120022	4	molecular_function
GO:0120023	4	molecular_function
GO:0120025	3	cellular_component
GO:0120026	5	cellular_component
GO:0120027	6	biological_process
GO:0120028	7	biological_process
GO:0120029	4	biological_process
GO:0120030	4	biological_process
GO:0120031	6	biological_process
GO:0120032	6	biological_process
GO:0120033	7	biological_process
GO:0120034	6	biological_process
GO:0120035	6	biological_process
GO:0120036	5	biological_process
GO:0120039	6	biological_process
GO:0120040	6	biological_process
GO:0120041	7	biological_process
GO:0120042	7	biological_process
GO:0120043	2	cellular_component
GO:0120044	2	cellular_component
GO:0120045	5	biological_process
GO:0120046	8	biological_process
GO:0120047	9	biological_process
GO:0120048	6	molecular_function
GO:0120049	7	biological_process
GO:0120053	6	molecular_function
GO:0120054	4	biological_process
GO:0120055	5	biological_process
GO:0120056	5	biological_process
GO:0120057	6	biological_process
GO:0120058	6	biological_process
GO:0120059	6	biological_process
GO:0120060	7	biological_process
GO:0120061	6	biological_process
GO:0120062	6	biological_process
GO:0120063	7	biological_process
GO:0120064	8	biological_process
GO:0120065	9	biological_process
GO:0120066	9	biological_process
GO:0120067	9	biological_process
GO:0120068	9	biological_process
GO:0120069	8	biological_process
GO:0120070	8	biological_process
GO:0120071	9	biological_process
GO:0120072	8	biological_process
GO:0120073	8	biological_process
GO:0120074	6	biological_process
GO:0120075	6	biological_process
GO:0120076	6	biological_process
GO:0120077	3	biological_process
GO:0120078	3	biological_process
GO:0120082	2	cellular_component
GO:0120083	2	cellular_component
GO:0120084	8	biological_process
GO:0120086	7	molecular_function
GO:0120091	4	molecular_function
GO:0120092	5	molecular_function
GO:0120093	7	biological_process
GO:0120094	8	biological_process
GO:0120095	3	cellular_component
GO:0120097	3	cellular_component
GO:0120098	2	cellular_component
GO:0120099	2	cellular_component
GO:0120100	2	cellular_component
GO:0120101	4	cellular_component
GO:0120102	2	cellular_component
GO:0120103	3	cellular_component
GO:0120104	2	cellular_component
GO:0120105	2	cellular_component
GO:0120106	2	cellular_component
GO:0120107	2	cellular_component
GO:0120108	6	molecular_function
GO:0120109	5	biological_process
GO:0120110	5	biological_process
GO:0120111	5	cellular_component
GO:0120112	4	biological_process
GO:0120113	6	biological_process
GO:0120114	2	cellular_component
GO:0120115	3	cellular_component
GO:0120116	4	biological_process
GO:0120117	6	biological_process
GO:0120118	3	cellular_component
GO:0120119	4	cellular_component
GO:0120120	2	cellular_component
GO:0120121	2	cellular_component
GO:0120122	3	biological_process
GO:0120123	3	cellular_component
GO:0120124	2	cellular_component
GO:0120125	4	cellular_component
GO:0120126	4	biological_process
GO:0120127	4	biological_process
GO:0120132	7	biological_process
GO:0120133	5	biological_process
GO:0120134	2	cellular_component
GO:0120135	2	cellular_component
GO:0120136	7	molecular_function
GO:0120137	6	biological_process
GO:0120138	6	biological_process
GO:0120139	7	biological_process
GO:0120140	7	biological_process
GO:0120141	5	biological_process
GO:0120142	6	biological_process
GO:0120143	6	biological_process
GO:0120145	7	biological_process
GO:0120146	4	molecular_function
GO:0120147	5	molecular_function
GO:0120148	7	cellular_component
GO:0120149	6	cellular_component
GO:0120150	7	biological_process
GO:0120151	8	biological_process
GO:0120152	4	molecular_function
GO:0120153	3	molecular_function
GO:0120154	7	biological_process
GO:0120155	2	cellular_component
GO:0120157	7	cellular_component
GO:0120158	6	biological_process
GO:0120159	4	molecular_function
GO:0120160	3	molecular_function
GO:0120161	4	biological_process
GO:0120162	5	biological_process
GO:0120163	5	biological_process
GO:0120164	4	biological_process
GO:0120165	6	biological_process
GO:0120166	6	biological_process
GO:0120168	6	biological_process
GO:0120169	6	biological_process
GO:0120170	3	molecular_function
GO:0120171	2	cellular_component
GO:0120174	4	biological_process
GO:0120175	5	biological_process
GO:0120176	6	biological_process
GO:0120177	6	biological_process
GO:0120178	6	biological_process
GO:0120179	7	biological_process
GO:0120180	6	biological_process
GO:0120181	7	biological_process
GO:0120182	6	biological_process
GO:0120183	7	biological_process
GO:0120184	7	biological_process
GO:0120185	6	biological_process
GO:0120186	6	biological_process
GO:0120187	6	biological_process
GO:0120188	6	biological_process
GO:0120189	6	biological_process
GO:0120190	6	biological_process
GO:0120191	8	biological_process
GO:0120192	7	biological_process
GO:0120193	6	biological_process
GO:0120194	4	biological_process
GO:0120195	5	biological_process
GO:0120196	5	biological_process
GO:0120197	4	biological_process
GO:0120198	5	biological_process
GO:0120199	3	cellular_component
GO:0120200	3	cellular_component
GO:0120201	5	cellular_component
GO:0120202	5	cellular_component
GO:0120203	4	cellular_component
GO:0120204	4	molecular_function
GO:0120205	2	cellular_component
GO:0120206	2	cellular_component
GO:0120207	6	biological_process
GO:0120208	5	cellular_component
GO:0120209	6	cellular_component
GO:0120210	6	cellular_component
GO:0120211	3	biological_process
GO:0120212	2	cellular_component
GO:0120213	7	biological_process
GO:0120214	8	biological_process
GO:0120215	8	biological_process
GO:0120216	2	cellular_component
GO:0120217	4	cellular_component
GO:0120218	5	biological_process
GO:0120219	2	cellular_component
GO:0120220	2	cellular_component
GO:0120221	7	biological_process
GO:0120222	4	biological_process
GO:0120223	4	biological_process
GO:0120224	4	biological_process
GO:0120225	4	molecular_function
GO:0120226	4	molecular_function
GO:0120227	3	molecular_function
GO:0120228	2	cellular_component
GO:0120229	7	biological_process
GO:0120230	4	molecular_function
GO:0120231	3	cellular_component
GO:0120232	6	biological_process
GO:0120233	4	molecular_function
GO:0120234	4	cellular_component
GO:0120235	5	biological_process
GO:0120236	6	biological_process
GO:0120237	5	biological_process
GO:0120238	4	cellular_component
GO:0120239	4	cellular_component
GO:0120240	4	cellular_component
GO:0120241	5	molecular_function
GO:0120242	6	molecular_function
GO:0120243	6	molecular_function
GO:0120244	4	biological_process
GO:0120245	5	biological_process
GO:0120246	3	biological_process
GO:0120247	4	biological_process
GO:0120248	4	biological_process
GO:0120249	3	cellular_component
GO:0120250	5	molecular_function
GO:0120251	4	biological_process
GO:0120252	3	biological_process
GO:0120253	4	biological_process
GO:0120254	3	biological_process
GO:0120255	4	biological_process
GO:0120256	4	biological_process
GO:0120257	7	biological_process
GO:0120258	7	biological_process
GO:0120259	4	cellular_component
GO:0120260	2	cellular_component
GO:0120261	6	biological_process
GO:0120262	7	biological_process
GO:0120263	7	biological_process
GO:0120264	4	biological_process
GO:0120265	5	biological_process
GO:0120266	5	biological_process
GO:0120267	4	cellular_component
GO:0120268	8	biological_process
GO:0120269	3	cellular_component
GO:0120270	7	biological_process
GO:0120271	8	biological_process
GO:0120272	8	biological_process
GO:0120273	6	biological_process
GO:0120274	3	molecular_function
GO:0120275	5	biological_process
GO:0120276	6	biological_process
GO:0120277	6	biological_process
GO:0120278	6	biological_process
GO:0120279	5	cellular_component
GO:0120280	2	cellular_component
GO:0120281	7	cellular_component
GO:0120282	6	cellular_component
GO:0120283	6	molecular_function
GO:0120284	3	molecular_function
GO:0120285	3	molecular_function
GO:0120286	3	molecular_function
GO:0120290	3	biological_process
GO:0120291	7	biological_process
GO:0120292	7	biological_process
GO:0120293	5	cellular_component
GO:0120294	6	molecular_function
GO:0120295	4	molecular_function
GO:0120296	6	molecular_function
GO:0120297	4	molecular_function
GO:0120298	6	molecular_function
GO:0120299	6	molecular_function
GO:0120300	6	molecular_function
GO:0120301	4	molecular_function
GO:0120302	4	biological_process
GO:0120303	5	biological_process
GO:0120304	5	biological_process
GO:0120305	3	biological_process
GO:0120306	4	biological_process
GO:0120307	2	cellular_component
GO:0120308	5	biological_process
GO:0120309	4	biological_process
GO:0120310	4	biological_process
GO:0120311	5	biological_process
GO:0120312	2	biological_process
GO:0120313	4	biological_process
GO:0120314	5	biological_process
GO:0120315	5	biological_process
GO:0120316	3	biological_process
GO:0120317	3	biological_process
GO:0120318	2	biological_process
GO:0120319	4	molecular_function
GO:0120320	6	biological_process
GO:0120321	2	cellular_component
GO:0120322	5	biological_process
GO:0120323	6	biological_process
GO:0120324	4	biological_process
GO:0120325	3	molecular_function
GO:0120326	6	biological_process
GO:0120327	4	cellular_component
GO:0120328	3	molecular_function
GO:0120329	10	biological_process
GO:0120330	5	cellular_component
GO:0120331	5	biological_process
GO:0120332	4	biological_process
GO:0120333	3	cellular_component
GO:0120334	3	cellular_component
GO:0120335	3	cellular_component
GO:0120336	3	cellular_component
GO:0120337	3	cellular_component
GO:0120338	3	cellular_component
GO:0120339	2	cellular_component
GO:0120340	3	cellular_component
GO:0120341	3	cellular_component
GO:0120342	3	cellular_component
GO:0120343	2	cellular_component
GO:0140007	2	cellular_component
GO:0140009	5	biological_process
GO:0140010	6	molecular_function
GO:0140013	3	biological_process
GO:0140014	4	biological_process
GO:0140018	4	biological_process
GO:0140020	5	cellular_component
GO:0140021	4	biological_process
GO:0140022	2	cellular_component
GO:0140023	7	biological_process
GO:0140024	7	biological_process
GO:0140025	3	biological_process
GO:0140026	3	biological_process
GO:0140027	4	biological_process
GO:0140028	3	biological_process
GO:0140029	2	biological_process
GO:0140030	3	molecular_function
GO:0140031	4	molecular_function
GO:0140032	4	molecular_function
GO:0140033	4	molecular_function
GO:0140034	4	molecular_function
GO:0140035	4	molecular_function
GO:0140036	5	molecular_function
GO:0140037	5	molecular_function
GO:0140039	4	biological_process
GO:0140040	8	biological_process
GO:0140041	4	biological_process
GO:0140042	6	biological_process
GO:0140043	4	biological_process
GO:0140048	4	biological_process
GO:0140049	7	biological_process
GO:0140050	7	biological_process
GO:0140051	7	biological_process
GO:0140052	5	biological_process
GO:0140053	5	biological_process
GO:0140056	3	biological_process
GO:0140057	4	biological_process
GO:0140058	8	biological_process
GO:0140059	9	biological_process
GO:0140060	9	biological_process
GO:0140061	5	molecular_function
GO:0140062	5	molecular_function
GO:0140064	6	molecular_function
GO:0140065	6	molecular_function
GO:0140066	6	biological_process
GO:0140067	6	biological_process
GO:0140068	4	molecular_function
GO:0140069	4	molecular_function
GO:0140070	4	molecular_function
GO:0140074	5	biological_process
GO:0140075	6	biological_process
GO:0140076	6	biological_process
GO:0140077	6	biological_process
GO:0140078	4	molecular_function
GO:0140080	5	molecular_function
GO:0140081	3	molecular_function
GO:0140082	6	molecular_function
GO:0140083	3	molecular_function
GO:0140084	3	biological_process
GO:0140090	3	molecular_function
GO:0140091	4	cellular_component
GO:0140092	4	cellular_component
GO:0140093	4	cellular_component
GO:0140096	2	molecular_function
GO:0140097	3	molecular_function
GO:0140098	3	molecular_function
GO:0140101	4	molecular_function
GO:0140102	4	molecular_function
GO:0140103	3	molecular_function
GO:0140104	1	molecular_function
GO:0140105	5	biological_process
GO:0140107	5	molecular_function
GO:0140108	8	molecular_function
GO:0140110	1	molecular_function
GO:0140111	4	molecular_function
GO:0140112	4	biological_process
GO:0140113	5	biological_process
